,author_id,author_name,screen_name,verification,description,location,followers_count,friends_count,listed_count,favourites_count,statuses_count,author_lang,created_at,text,retweet_count,entities_get_hashtages,source,fav_count
2438,231942241,Eric Ruiz,Eric7RS,False,🦅⚽🏀🏈⚾️,"Distrito Federal, México",136,475,5,1888,16592,,2022-04-29 20:42:55+00:00,"RT @steelers: #️⃣8️⃣....Kenny picked it 🔥

Preorder your @kennypickett10 jersey now: https://t.co/IjcXnFh5eh https://t.co/vVCrqvwjy2",438,[],Twitter for Android,0
2439,1182525619248123904,💧Paul “Motley”Crewe⭐️,therealalcalan1,False,,,107,103,0,15721,15219,,2022-04-29 20:42:53+00:00,"@suummerrrr_ @Nike FUCK THAT 😤😤😤😤 
😂😂🤣",0,[],Twitter for iPhone,1
2440,227000160,Justin,jlough32,False,,,248,458,3,50142,39333,,2022-04-29 20:42:50+00:00,"RT @ComplexSneakers: Vanessa Bryant unboxes the ""Mambacita Sweet Sixteen"" Kobe 6 Protro, which honors her and Kobe's daughter Gianna and wi…",205,[],Twitter for iPhone,0
2441,2388658199,valentina💄,vale_delmedico,False,You’re so golden💛✨ 일시적인 행복에 불안하지만🥀makeup lover💄🤍🖤📌Insta:valentinadelmedico,"Bari, Puglia",1091,1518,10,13821,20004,,2022-04-29 20:42:46+00:00,"RT @MonstaX_Outfits: IM X Nike 
220429 Day 1 FANCON 팬콘 
VLIVE

🛍️ Dunk High 1985 Acid Wash 
Sneakers DD9404-800 https://t.co/NClZoXtVC7

#몬…",14,[],Twitter for iPhone,0
2442,1496899118387630087,Dawn Gardner,DawnGar99532720,False,,,23,89,0,8522,1064,,2022-04-29 20:42:45+00:00,@Nike Why does it say no longer available yet you are clearly showing an ad???? Long time Nike member with 12 grand… https://t.co/kHzmvCXnMB,0,[],Twitter for Android,0
2443,3154079990,Steph B,sbflpix,False,From #FL with love. I make short films • Photography • sneakers • NBA • #Magictogether • Follow my YouTube channel below and my sneaker channel: Sneakersteph,"Orl, FL",355,441,12,20628,5748,,2022-04-29 20:42:45+00:00,Nike Unite had some heat https://t.co/N4q9r8vKS9,0,[],Twitter for iPhone,0
2444,1315240423,Gregg Cockrell,greggcockrell,False,"Former MSNBC Producer - Barefoot Runner - Pearl Jam Fan - Author - Lover of News, Politics, Rock 'n' Roll - Knows Truth has a Liberal Bias",Northern half of a NE State,238,653,8,1446,6307,,2022-04-29 20:42:43+00:00,"@usncalhoya @Nike too late - I switched to ""barefoot style"" running in 2009 and have never looked back ... I'll be… https://t.co/PpefFmPEpR",0,[],Twitter Web App,0
2445,1300228372543549440,Leave A Legacy ∞,ThatCarlos_,False,#LakeShow #RaiderNation 🏴‍☠️☠️,∞MambaForever∞ 🐍,720,512,0,35848,76261,,2022-04-29 20:42:41+00:00,"RT @kobehighlight: The Kobe 6 Protro ‘Mambacita Sweet 16’ shoes, releasing on SNKRS app this Sunday, 5/1. 🖤

Via Nike Basketball. https://t…",221,[],Twitter for iPhone,0
2446,1209288272586977280,TiAgO -_-,tiagoddferreira,False,Ig: tiagooo.ferreiraa,"Coimbra, Portugal",190,386,0,2683,4050,,2022-04-29 20:42:33+00:00,RT @regulafanacc: Nike baby https://t.co/ypcD0K7nUu,11,[],Twitter for Android,0
2447,704997960053030912,alex,alexdalton95,False,😜😊vegan /follow me I'll follow you 🐾back  please like and share  🙈 #movie #music 😊🎃 18+,Newcastle upon tyne ,1730,1664,20,16730,27149,,2022-04-29 20:42:27+00:00,@Nike @alexmorgan13 Animals are not fashion ditch animal skin,0,[],Twitter for Android,0
2448,1504869011640750123,Johnson.eth,john_sonla,False,,,1747,391,1,16979,16998,,2022-04-29 20:42:24+00:00,"RT @footieverse_: Nike Air force 1 sneakers in white with a black detailed tick. 

Price: N13900
Sizes: 42 - 46 

Payment can be made upon…",74,[],Twitter for Android,0
2449,130131011,Gianne,giannelucero23,False,TLOP,,37,432,2,10787,7975,,2022-04-29 20:42:21+00:00,"RT @JustFreshKicks: Nike Kobe 6 Protro ""Mambacita Sweet 16"" shock drop expected tomorrow 👀

Notifications on for updates 🔔 https://t.co/cfD…",518,[],Twitter for Android,0
2450,829826093355982848,OVERSEER Limited,OVERSEERLimited,False,We exist to enable farms to be environmentally & economically sustainable. OverseerFM packs 30 years of scientific research into one easy-to-use online tool.,"Wellington City, New Zealand",490,325,4,1622,446,,2022-04-29 20:42:19+00:00,"RT @activative: Friday's Drop of #SportsBiz marketing includes @RamsNFL 'On The Clock', @Degree Metathon in #Decentraland, @Repsol + @HRC_M…",2,"[{'text': 'SportsBiz', 'indices': [33, 43]}, {'text': 'Decentraland', 'indices': [108, 121]}]",Twitter for Android,0
2451,242662930,Quincy Taylor,_TaylorMade25,False,Pro Basketball Player 🏀 ig- Taylormadeq_,,898,886,7,34058,18261,,2022-04-29 20:42:19+00:00,RT @the__johnw: Having the Kobe 6 Gigi shoe be exclusive access on Nike snkrs is just bringing less money for the foundation and literarily…,108,[],Twitter for iPhone,0
2452,63022647,Deltron | Master of Whisperers,deltron3k,False,Black Lives Matter. Filmmaker. The Loading Screen Blog. Sub to me on YouTube! https://t.co/qZUCGP7sbq 🌹,Los Angeles,157,580,23,13330,16057,,2022-04-29 20:42:15+00:00,@SnkrsStock So like 900 total?! Thought availability to the masses was what Vanessa wanted? @nike just shit on that apparently smh,0,[],Twitter for iPhone,4
2453,3144530206,Rozza1167 #BLAXXMOBBS,Rozza1167,False,Xbox/PSN player Plays GTA and other games supports Man Utd Part of #BlaxxMobb,United Kingdom,264,408,3,14971,8773,,2022-04-29 20:42:14+00:00,@mackjgke There fire question is Nike Air Force or Jordan’s @mackjgke,0,[],Twitter for iPhone,0
2454,1140995556694794240,Earn Your Leisure,EarnYourLeisure,False,The Top Business Platform in Existence. Educating by Giving a Voice to Entrepreneurs and Investors. Click The Link for All Info,IG: earnyourleisure,64650,13,259,383,1954,,2022-04-29 20:42:13+00:00,"Nike is taking Web3 by storm. Watch the latest episode of EYL to learn about NFTs, Web3, and Crypto. 

#Repost… https://t.co/1chFk6Pqjh",6,"[{'text': 'Repost', 'indices': [103, 110]}]",Twitter for iPhone,26
2455,1282139514,solefed,solefed,False,"New releases, deals, and restocks 🔔 Turn notifications on | Tweets contain affiliate links.",CA | DMV,150163,52,446,33027,59853,,2022-04-29 20:42:09+00:00,"Restocked today - Nike Blazer Low '77 Jumbo 'White/Black'

https://t.co/1Wx68dhrfQ ad https://t.co/eGVhKEoeNm",0,[],Twitter Web App,2
2456,976103221386268672,Sole Retriever,SoleRetriever,False,"We democratize access, knowledge and discovery to all of the latest sneaker drops - amongst other things. 👟 | Tweets may be affiliated",In The Lab,166092,225,449,12877,31815,,2022-04-29 20:42:03+00:00,"COMING SOON: Nike Dunk High ""Dark Beetroot Wolf Grey""

https://t.co/JjItuY5MgW https://t.co/5IX8nsf9wK",2,[],Twitter Web App,50
2457,38702186,Greg,Talk2Carter,False,"Father, Veteran, Sports Fan",At Peace,414,1706,10,38785,28456,,2022-04-29 20:42:01+00:00,RT @nicekicks: Vanessa Bryant shares a look at the packaging + box for the upcoming “Mambacita Sweet 16” Nike Kobe 6 Protro 🙏🐍 https://t.co…,552,[],Twitter for Android,0
2458,3079206161,Austin Butler,AustinB0331,False,,,15,215,0,679,116,,2022-04-29 20:41:54+00:00,#nike #mambacita #SNKRS how can mambacita shoes not be able to reserve at Ardmore Pa nike.. Kobe’s abs Lower Marions real home town,0,"[{'text': 'nike', 'indices': [0, 5]}, {'text': 'mambacita', 'indices': [6, 16]}, {'text': 'SNKRS', 'indices': [17, 23]}]",Twitter for iPhone,0
2459,1238074351,Irven Sykes,Sykes__15,False,Writer for @Justfreshkicks,"Delano, Ca",580,562,2,23282,12067,,2022-04-29 20:41:48+00:00,RT @JustFreshKicks: On Foot Look at the 2022 Nike SB Dunk Low “Be True” 🏳️‍🌈 https://t.co/0CX4Dw045i https://t.co/anKLAaNcbY,29,[],Twitter for iPhone,0
2460,4915665303,cookie,cxmillemrt,False,,,136,97,1,24215,4275,,2022-04-29 20:41:46+00:00,"RT @CaminoTV: Le Jogging Brown 🤎🧸

Lien https://t.co/uLCyvn2TWS https://t.co/WhztXx0AJS",7,[],Twitter for iPhone,0
2461,1316770168287031297,Loss Angeles Losers,Bladein99,False,.,With Devin,1910,1996,2,39704,20556,,2022-04-29 20:41:45+00:00,@SnkrsStock Nike gon make sure nobody get this shoe except a handful of people 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️and EA finna be flawed asf,0,[],Twitter for iPhone,6
2462,1495847043407007752,feyisayo 💸,feyiszn,False,better now,bay area ,9307,469,4,22686,22798,,2022-04-29 20:41:45+00:00,"RT @kicks_storeNG: Nike Sb Dunk Halloween 🎃 

👟Sizes 40-47 available 

🏷30,000 naira + free delivery 

WhatsApp 
https://t.co/AiP5wTZM21

P…",62,[],Twitter for iPhone,0
2463,1284441212372410368,Crystal❤020920@Stray_Kids❤ 031122@official_ONEUS❤,K00KIECRUNCH,False,| multi | | ifb | fan account | She/Her |,,1310,4914,9,11609,9370,,2022-04-29 20:41:45+00:00,"RT @KISSFMPhoenix: Can we talk about how cute it is that J-Hope wore @billieeilish's Nike collab?? 🥺😭❤️ 

@BTS_twt @bts_bighit #ARMY #BTS h…",265,"[{'text': 'ARMY', 'indices': [127, 132]}, {'text': 'BTS', 'indices': [133, 137]}]",Twitter Web App,0
2464,67570789,Samurai,samri_one,False,I like to do graffiti. A lot. 🇩🇴🇩🇴,"Florida, USA",189,1499,1,12161,4597,,2022-04-29 20:41:42+00:00,@ace_uno1 @Nike Same. 😍😍,0,[],Twitter for iPhone,0
2465,1314686414894718976,RIDICUROUS,Talk2MeJuice,False,"Don’t worry about how many followers I have. I have many, many, some say more than many. I have so many, so, so many..... Are we done here? I think we’re done.",,9,165,0,1449,805,,2022-04-29 20:41:41+00:00,"@HOUSEOFHEAT These a greatest miss for me.
All red sneaker fad spiked with the Nike Yeezy Red October’s way back wh… https://t.co/XSyNmVGnWo",0,[],Twitter for iPhone,0
2466,110072507,Brett Drake,bdrake25,False,"Engineer, Sports Addict, Sneaker Nerd","Cheyenne, Wyoming",445,413,8,7700,12289,,2022-04-29 20:41:40+00:00,@Nike @nikebasketball @nikestore also coincidentally wore the Zoom Kobe VI today to work at at the gym #MambaForever https://t.co/RQs0lqDdad,0,"[{'text': 'MambaForever', 'indices': [103, 116]}]",Twitter for iPhone,0
2467,327127401,Judge,lwells1018,False,8/25👶🏾4/20💚,"Orlando, FL",513,389,7,61155,42002,,2022-04-29 20:41:40+00:00,RT @the__johnw: Having the Kobe 6 Gigi shoe be exclusive access on Nike snkrs is just bringing less money for the foundation and literarily…,108,[],Twitter for iPhone,0
2468,1263675207815839745,Elijah,Elijah73132225,False,,,0,24,0,248,62,,2022-04-29 20:41:31+00:00,@kcufybbob1 @snkr_twitr The profits arent going to Nike. Maybe thats why?,0,[],Twitter for Android,1
2469,988559049091420160,rayx1,cloudx1111,False,I’d rather be happy being myself than sad trying to please everyone else.              (Nsfw)if you follow me.,Don’t being fake with me.,118,978,0,55513,52300,,2022-04-29 20:41:29+00:00,RT @sockjig: Nike got the TL competing to see who’s the biggest Kobe fan and most deserving of EA,11,[],Twitter for iPhone,0
2470,2793350803,Nickelodeon,Nickmgln,False,,,90,76,1,1403,12276,,2022-04-29 20:41:24+00:00,@nike @nikestore I can’t login on SNKRS bc it won’t send me my one time code to login 🫠,0,[],Twitter for iPhone,1
2471,1241174460293623808,Aje Love❤️🇨🇲,AjeCynthia,False,"God’s own, good listener, hairdresser,admirable, shy but comfy with time, love adventures, music, entertainment, traveling💯Dm for Promos 👍#Liverpool fc #MCI🌚",Cameroon ...🇨🇲,13303,10525,5,138572,72394,,2022-04-29 20:41:22+00:00,"RT @footieverse_: Nike Air force 1 sneakers. 

Price: N13900
Sizes: 42 - 46 

Payment can be made upon delivery if order is within Lagos.…",69,[],Twitter for iPhone,0
2472,1143007455766437888,DiMo da Cephalopod,MarshyDaFox,False,Diego Morales (or DiMo)/24/Male/Nintendo fan/LAKERS FAN 🏀/drawing. Half 🇲🇽 Half 🇬🇹 . Welcome to my profile. Plz don’t step/pull on Marsh’s tail PLS!,"Bell Gardens, CA",366,420,8,100670,30930,,2022-04-29 20:41:18+00:00,GODDAMN NIKE IS ACTIN LIKE A MENTALLY CHALLENGED BEING AND NOT MASS PRODUCE THESE IMPOSSIBLE TO GET SHOES FROM SHITHEADS WHO USE BOTS,0,[],Twitter for iPhone,0
2473,2583131647,lola,LaVraieLolaa,False,mommy. spelman. ig: @lolasonnaye,atl📍,3198,1638,2,2270,61877,,2022-04-29 20:41:08+00:00,RT @nicekicks: “Triple Pink” Nike Dunk Lows 🌸 https://t.co/xTL7dIeQIW,639,[],Twitter for iPhone,0
2474,1182525619248123904,💧Paul “Motley”Crewe⭐️,therealalcalan1,False,,,107,103,0,15721,15219,,2022-04-29 20:41:06+00:00,@suummerrrr_ @Nike I wasn’t trying to get them but I’ve always been against them MFs making limited pairs especiall… https://t.co/qM86tTy4hz,0,[],Twitter for iPhone,1
2475,986348640556863488,heather,govlinkxl,False,21 | she/her | intelligent body musiq | drawing every so often | comms closed until like may 1st,Norm Corps • 909 WW,404,225,1,4821,2452,,2022-04-29 20:40:56+00:00,@rangokinnie1312 some sad 42 year old has the craziest collection of stuff and he’ll only wear blank black t shirts… https://t.co/MWCgH2qU72,0,[],Twitter for iPhone,1
2476,1380920556917252101,E♏︎,emilycbarreto,False,,,60,81,0,874,736,,2022-04-29 20:40:51+00:00,RT @nicekicks: “Triple Pink” Nike Dunk Lows 🌸 https://t.co/xTL7dIeQIW,639,[],Twitter for iPhone,0
2477,703426965076779008,kimbooo 💕,ittybittykaaye,False,💙,"Inglewood, CA",1929,1726,1,10902,39575,,2022-04-29 20:40:47+00:00,RT @nicekicks: “Triple Pink” Nike Dunk Lows 🌸 https://t.co/xTL7dIeQIW,639,[],Twitter for iPhone,0
2478,251312729,Darius Clement,Darius_BGKYCVB,False,"Sports Sales Director for the Bowling Green, KY CVB","Bowling Green, KY",1588,1798,3,33126,18537,,2022-04-29 20:40:45+00:00,"@Nike i have been wearing adidas for the last 11 years! I am now a free agent! 

So go ahead and send that care package 😬",0,[],Twitter for iPhone,0
2479,1484488617166884864,💙JIMINIE.PARK .13.💙WITH YOU💙,AminjiminPARK,False,"i'am nothing without your love, i promise i'll never leave your heart. ,,#지민 #WithYou 💙💜💜#BTS 💜🤍2022.06.10 
WE ARE BULLETPROOF
💜🤍
#BTSARMY ,💜아미나  shi",BANGTAN UNIVERSE 13,131,1133,0,20651,9093,,2022-04-29 20:40:39+00:00,"RT @bts_stylish: 220429 BTS Suga &amp; @psy_oppa “That That” MV
#SUGA #PSY #PSYXSUGAIsComing 

Sting，Song for the mute，BLESSHON，Nike

#방탄소년단 @B…",159,"[{'text': 'SUGA', 'indices': [64, 69]}, {'text': 'PSY', 'indices': [70, 74]}, {'text': 'PSYXSUGAIsComing', 'indices': [75, 92]}, {'text': '방탄소년단', 'indices': [134, 140]}]",Twitter for Android,0
2480,27715681,GBEAR11,11JNasty,False,I'm an enigma wrapped in a riddle.,where you want to be,37,930,0,21740,7674,,2022-04-29 20:40:38+00:00,"RT @CNation87: Dear @Nike, please continue to make different colored boxes, sincerely a collector who loves the boxes almost as much as the…",85,[],Twitter for Android,0
2481,1387096977989644288,Drip_Shoes_by_Antra,AntraDrip,False,"MOST RELIABLE ONLINE SHOE SHOP IN KENYA🇰🇪🔥
For sneakers,officials,rubbers and slides.
Fast Countrywide deliveries||Cost Effective Prices||Contact 0717243215","Nairobi, Kenya",128,130,0,236,541,,2022-04-29 20:40:37+00:00,"RT @AntraDrip: Something nice for the ladies🔥🔥
Nike Airforce HighCut
SIZE 36-40 AVAILABLE
CALL/SMS/WHATSAPP 0717243215
DELIVERIES DONE COUN…",1,[],Twitter for Android,0
2482,763110180175355906,🚀John Jetson💥,ganggreen82,False,"Family man & life-long, die-hard Jets fan✈️#AllGasNoBrake⛽️ RU🏈🏀#CHOP🪓 NYY⚾️ Rock🎸 Here for sports, entertainment, & anything interesting #EndALS",,1438,4548,13,16383,9043,,2022-04-29 20:40:34+00:00,"@Nike and the @NFL need to give us the option to get @iamSauceGardner jerseys with the name ""Sauce"" on the back 🔥",0,[],Twitter for Android,0
2483,1387096977989644288,Drip_Shoes_by_Antra,AntraDrip,False,"MOST RELIABLE ONLINE SHOE SHOP IN KENYA🇰🇪🔥
For sneakers,officials,rubbers and slides.
Fast Countrywide deliveries||Cost Effective Prices||Contact 0717243215","Nairobi, Kenya",128,130,0,236,541,,2022-04-29 20:40:32+00:00,"RT @AntraDrip: Something nice for the ladies🔥🔥
Nike Airforce HighCut
SIZE 36-40 AVAILABLE
CALL/SMS/WHATSAPP 0717243215
DELIVERIES DONE COUN…",1,[],Twitter for Android,0
2484,1246784952982745088,Raffle Sneakers | Restock Alerts & Raffle lists,raffle_sneakers,False,The ultimate website to find every sneakers raffle worldwide.,Worldwide,22177,0,71,1494,30316,,2022-04-29 20:40:31+00:00,"EASY COP

Nike Dunk Low LX Banana on Luisaviaroma

https://t.co/r02q4zjhlo 

Don't sleep ! https://t.co/v49iZvG8pf",0,[],Twitter Web App,0
2485,302237582,Rjayy,TooRateddR,False,Alief • Whats life without taking risk 💯,HTX,1443,884,6,20608,163903,,2022-04-29 20:40:30+00:00,"RT @HOUSEOFHEAT: First Looks // Nike Dunk Low “Certified Fresh” 👀

MORE HERE: https://t.co/EuWfPjQNsi https://t.co/djfHqOZhMq",169,[],Twitter for iPhone,0
2486,1474810997533655041,Bolts_Jake,Bolt_fam_fan,False,"I like to learn from all different perspectives. I like competitive debates. 🇵🇷🇺🇸26yo. College Grad, Chargers ⚡️⚡️Dodgers 🥶🥶 world traveler","Phoenix, AZ",253,188,0,13597,4625,,2022-04-29 20:40:28+00:00,@ForeverSlumper I didn’t see the Nike thing what happen?,0,[],Twitter for iPhone,2
2487,1387096977989644288,Drip_Shoes_by_Antra,AntraDrip,False,"MOST RELIABLE ONLINE SHOE SHOP IN KENYA🇰🇪🔥
For sneakers,officials,rubbers and slides.
Fast Countrywide deliveries||Cost Effective Prices||Contact 0717243215","Nairobi, Kenya",128,130,0,236,541,,2022-04-29 20:40:26+00:00,"RT @AntraDrip: Something nice for the ladies🔥🔥
Nike Airforce HighCut
SIZE 36-40 AVAILABLE
CALL/SMS/WHATSAPP 0717243215
DELIVERIES DONE COUN…",1,[],Twitter for Android,0
2488,1214001223528894465,EVIL SCOTTY COCHRAN 🏆,EVILCOACHYEAH,False,EVIL ALTER EGO OF COACH SCOTT COCHRAN‼️ 2021 NATIONAL CHAMPIONS‼️⭐️PARODY ACCOUNT⭐️ #GODAWGS,"Athens, GA",548,894,1,75601,14947,,2022-04-29 20:40:26+00:00,"RT @Vikings: 6️⃣ @LewisCine 

""16 without the 1. And plus, single digits sell a whole lot so why not?"" 

https://t.co/JlNTAz6G50 https://t.…",41,[],Twitter for iPhone,0
2489,2217021222,Hookah Doncic 🔜 Work,PURPLEPANDAPOST,False,Boylife in TC https://t.co/o6SFJu6r9G,Florida,104,429,10,9342,13234,,2022-04-29 20:40:23+00:00,RT @the__johnw: Having the Kobe 6 Gigi shoe be exclusive access on Nike snkrs is just bringing less money for the foundation and literarily…,108,[],Twitter Web App,0
2490,1356059596893409280,𝑀𝑜𝑜𝑛.,_Moonkira,False,eremika cannon,"Tokyo-to, Japan",152,277,0,1766,1935,,2022-04-29 20:40:20+00:00,• Nike dunk Low black and white https://t.co/PQX2ImNQOk,0,[],Twitter for Android,1
2491,2275638740,U/Zochi,Itszomie,False,"Telling a love story through multicoloured lenses, chords, and a heart that breaks easy✍🏾. God Love Faith Music OTLOHA 🩸",Saskatchewan,243,87,1,4779,7953,,2022-04-29 20:40:19+00:00,This summer is for overalls and Nike dunks with some skin,0,[],Twitter for iPhone,0
2492,1349145295137882114,Carolina 💅,omg_its_caro,False,♒️🇨🇱,"Stockton, CA",362,571,1,20593,8125,,2022-04-29 20:40:17+00:00,Nike said Alex got that mamba mentality 😭🙏🏼 https://t.co/hFjs8jbngX,1,[],Twitter for iPhone,3
2493,1100501463003000832,SteelCity,HolenaJohn,False,#HereWeGo #AEW #WWE,United States,236,2968,2,20293,16162,,2022-04-29 20:40:15+00:00,"RT @steelers: #️⃣8️⃣....Kenny picked it 🔥

Preorder your @kennypickett10 jersey now: https://t.co/IjcXnFh5eh https://t.co/vVCrqvwjy2",438,[],Twitter for iPhone,0
2494,1491232929305055235,davø || DRAFT C.WATSON,TheRealDavo,False,#SF49ERS ⛏ #UFUTURE,Unknown,671,283,3,9614,10504,,2022-04-29 20:40:14+00:00,RT @nicekicks: Vanessa Bryant shares a look at the packaging + box for the upcoming “Mambacita Sweet 16” Nike Kobe 6 Protro 🙏🐍 https://t.co…,552,[],Twitter for iPhone,0
2495,925410065695195137,SLang✖️✖️,SLang19XX,False,"Party time, excellent",Jefferson State XX,158,6,0,8678,1013,,2022-04-29 20:40:12+00:00,Check out NEW NIKE DUNK LOW PRO QS “POLAROID “ MENS SIZE 12 DH7722-001 https://t.co/EjvsYkUs6Q #eBay via @eBay… https://t.co/qcu28aVaCm,0,"[{'text': 'eBay', 'indices': [95, 100]}]",Twitter for iPhone,0
