1481278157982519302,Drew,NotMr_Smith,False,Still talking to myself,,452,505,0,7698,14821,,2022-04-29 23:04:25+00:00,RT @SlimHeroics: Nigga wanna make that a me problem so bad. If you can't ask for a Nike Tech the same way she can ask you for a Telfar the…,7,[],Twitter for iPhone,0
1006569229,Timothy Nelson,TimdianaJones,False,From Kansas City,,128,963,0,50285,12795,,2022-04-29 23:04:24+00:00,@OhLookItsRaab @nikefootball @Nike Transform into a soccer ball,0,[],Twitter for iPhone,0
131021774,Jedi Dre...,2Tanks_DRE,False,"I can get Chick-Fil-A on Sundays 

#LAFC #PSG #Cowboys #Clippers #USC #Dodgers #Kings #Lakergang #TMC",The District ,2474,438,72,1541,538057,,2022-04-29 23:04:23+00:00,"RT @snkr_twitr: Nike Air Force 1 ‘07 WB ‘Flax/Wheat’

Low -&gt; https://t.co/ZPKlWlGfCL
Mid -&gt; https://t.co/76WD2UXju6

#AD https://t.co/e9W8j…",4,"[{'text': 'AD', 'indices': [123, 126]}]",Tweetlogix,0
939797227542859776,Karabo 🅴,Glaya_KM,False,Graphic Designer | Photographer | Digital artist at times | IG: GlayaImaginedIt,"Johannesburg, South Africa",1147,819,22,86446,91159,,2022-04-29 23:04:22+00:00,RT @StreetFashion01: CPFM x NIKE Dunk Low (2022) https://t.co/MuLyLWyNsF,60,[],Twitter for iPhone,0
174756626,Kate,kateklewicki,False,Always trying to do better..,"Denver, CO",42,168,0,11,1849,,2022-04-29 23:04:14+00:00,Check out this listing I just added to my #Poshmark closet: Nike SB Zoom Blazer Mid Premium.… https://t.co/pbMtBIXWco,0,"[{'text': 'Poshmark', 'indices': [42, 51]}]",Poshmark,0
2439998796,ʙʟᴀɴᴄᴏ,_treblanco,False,ᴀʀɪᴢᴏɴᴀ sᴛᴀᴛᴇ 🔱🎓| ɪɴsᴛᴀ: @_treblanco | ʀɪᴘ ⚫️🐍,"Scottsdale, AZ 📍",519,217,0,200,2626,,2022-04-29 23:04:09+00:00,Nike is back on their bullshit when it comes to the Kobe's I see,0,[],Twitter for iPhone,0
792182745942233089,#SneakerScouts,SneakerScouts,False,"The #1 source for sneaker news, release dates, sales, and general information! info@SneakerScouts.com  #SneakerScouts",,19077,6948,84,179288,321135,,2022-04-29 23:04:09+00:00,"RT @SneakerScouts: Release Date: Nike Women's Dunk Low 'Fossil Rose' - May 4, 2022 |$110| #SneakerScouts @Nike https://t.co/QwtEdAuFjA http…",2,"[{'text': 'SneakerScouts', 'indices': [90, 104]}]",Twitter Web App,0
1458558055956815884,Feyi Coker 🦁🌹🥃,FeyiCokerrr,False,A Liquorose Stan Account 🌚✌️ A self excited and Result Oriented Fellow...,"Ogogoro Village, Nigeria",1430,800,1,13990,20250,,2022-04-29 23:04:02+00:00,"RT @SneakerNews: COP or DROP: Nike Dunk Low ""Doernbecher""
Release Date: April 30th https://t.co/lKuJ8vHnK5",10,[],Twitter for iPhone,0
4578403034,Luis Molano,LuisSendrovich,False,,,88,497,0,69963,38497,,2022-04-29 23:04:01+00:00,"RT @JustFreshKicks: Nike SB Dunk Low ""Bart Simpson"" Releasing May 7th 🛹 https://t.co/v8joSKtyxY https://t.co/56llKhaHvQ",6,[],Twitter for iPhone,0
1412585925931044871,PlantBasedVac,FreshWifeBeater,False,"Full time gambling addict, just on here to see funny shit.",,32,180,0,8176,1268,,2022-04-29 23:03:44+00:00,RT @StreetFashion01: CPFM x NIKE Dunk Low (2022) https://t.co/MuLyLWyNsF,60,[],Twitter for iPhone,0
1319103136221564928,Brian,Continental80,False,Orlando☀️ ✖️ Miami 🌴 #CowboysNation ✭  #SwooshLife 👟 Restaurant 2023 👨🏾‍🍳,,105,82,0,9172,11902,,2022-04-29 23:03:44+00:00,"Welp, since I work with a bunch of fucking amateurs, about 60 pairs of Lebron South Beach 8’s are on their way to Nike Vineland.",0,[],Twitter for iPhone,0
1085609080746577920,Jon_,KCRoyalsfreak15,False,Die Hard Royals Fan. EMAW. Jonathan Isaac speaks the truth. Back The Blue.,"Kansas, USA",144,1511,0,37660,10763,,2022-04-29 23:03:42+00:00,"RT @Royals: The Nike Kansas City Royals City Connect is inspired by the City of Fountains itself. The first on-field wear is Sat, Apr 30.",57,[],Twitter for iPhone,0
1517432559050780673,takashi murakami,JuniperSantiag1,False,Takashi Murakami's Native Metaverse Token Presale Has Finally Launched. Claim Now at https://t.co/YGVLOcnnvG,,0,1,0,0,40,,2022-04-29 23:03:41+00:00,@takashi_pom Claim Now  @2lYbaj40IPR6ATw @reonardo21 @KAITO17391159 @idj50342 @airi1821woo @wwhdesigener @urgencii… https://t.co/ibfZvigGHA,0,[],Twitter Web App,0
1227296472959520769,Luda T,LudaT17,False,,,5,921,2,440,825,,2022-04-29 23:03:40+00:00,https://t.co/bTvo0bvCW2 #NFTGames #CryptoMotorCycle #CMC #PlayToEarn #NFT #Airdrop nike,0,"[{'text': 'NFTGames', 'indices': [24, 33]}, {'text': 'CryptoMotorCycle', 'indices': [34, 51]}, {'text': 'CMC', 'indices': [52, 56]}, {'text': 'PlayToEarn', 'indices': [57, 68]}, {'text': 'NFT', 'indices': [69, 73]}, {'text': 'Airdrop', 'indices': [74, 82]}]",Twitter Web App,1
788000184,S,_SharonR,False,Cool kid since 1994. 🌺🌴🥥,"Paris, France",369,434,10,7972,69597,,2022-04-29 23:03:35+00:00,RT @nicekicks: “Treeline” Nike Air Max 1 coming in soon. 🌳 https://t.co/q94Z05PfLe,120,[],Twitter for iPhone,0
1373025129173721089,Fan Apparel and Souvenirs,FanSouvenirs,False,"Fan Apparel and Souvenirs, Sports. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",,58,7,0,0,33666,,2022-04-29 23:03:33+00:00,New Los Angeles Clippers Nike 75th Anniversary Showtime Hoodie Full-Zip Jacket https://t.co/cngOKMpA9s eBay https://t.co/gSSI51ibmY,0,[],dlvr.it,0
533789967,Oscar Guardiola,TheBoy_UGM,False,head of the syndicate,"Chicago, IL",1037,1496,0,156548,26473,,2022-04-29 23:03:31+00:00,RT @Size_10_: How is Nike going to determine that I am putting that Mamba Mentality to work??? HOW??,8,[],Twitter for iPhone,0
1455573367,KeepitClean,keepitcleancust,False,,MD,28,286,0,1575,2294,,2022-04-29 23:03:26+00:00,RT @nicekicks: “Triple Pink” Nike Dunk Lows 🌸 https://t.co/xTL7dIeQIW,639,[],Twitter for iPhone,0
