577571231,murda mami,Cydollaz,False,"the fuck am I sayin? not only am I fly, I’m fuckin not playin",914 fr but 215 sometimes,1678,1197,9,87966,158160,,2022-04-27 14:34:44+00:00,"RT @FOS: Nike calls the Serena Williams Building a ""tribute"" to the tennis legend, featuring:

➖ Her favorite color, purple
➖ Her favorite…",42,[],Twitter for iPhone,0
1122903403334651904,mykiks_sik,Mykiks_Sik,False,Sneaker Life I’m living Just trying to bring knowledge to the world 🌎,"Louisiana, USA",267,172,1,7943,28221,,2022-04-27 14:34:44+00:00,"RT @snkr_twitr: Nike Trail Running Wrap ‘Plum Fog’

Shop -&gt; https://t.co/zsuAgFUzNp

#AD https://t.co/rv3jRNnODK",1,"[{'text': 'AD', 'indices': [88, 91]}]",Twitter for iPhone,0
177325169,Georgia Soares,GeorgiaSoares,False,"marketing, photography and social (she/her) 🏳️‍🌈🇧🇷🇺🇸📸","Philadelphia, PA",4760,461,34,24795,122382,,2022-04-27 14:34:42+00:00,"RT @FOS: Today, Nike opens the Serena Williams Building — the largest building on its Oregon campus 🏢

➖ 1 million sq. ft.
➖ Size of 140 te…",232,[],Twitter for iPhone,0
184681551,Gabriel Camacho,OG_realtalk,False,"THE CHOLO LIFE COACH. 31, married, 3 kids. Likes- fishing, halo, and family time. Hit me up for a session thechololifecoach@gmail.com Help is here, homie!",KS,388,952,2,11475,10133,,2022-04-27 14:34:39+00:00,@YNOT_B_RECKLESS This drip would look 🔥 with black skinny jeans and white nike air max.,0,[],Twitter for iPhone,0
924813411069911041,Marko - WhiteBoard Finance,WhiteBoardFin,False,"Father. Husband. 810,000+ YouTube Fans. I help people become financially literate.",YouTube,10001,274,88,7533,4957,,2022-04-27 14:34:39+00:00,@TheGodhodler Nike in your 30s is like corvette guy in his 50s. Sad but inevitable,0,[],Twitter Web App,0
3243882396,🤦🏿‍♂️,virtuosointel,False,this is a Kory Anders (the black one) Stan account.,United States,101,118,0,12145,23809,,2022-04-27 14:34:38+00:00,"RT @serenapower_: Congrats to @serenawilliams on having her own Nike Building. 🏢🔥

🎥: Serena's IG https://t.co/dKYYJKlZpf",30,[],Twitter for iPhone,0
23536863,DweeLer | Good friend of the Mavs,dweeler,False,I fix things. I eat things. I love all things Mavs. LETS GO!  #MFFL,"Plano, Texas",244,589,1,9880,10017,,2022-04-27 14:34:35+00:00,RT @SneakerNews: Official images of the Nike Kobe 6 Proto 'Mambacita' have surfaced 👼 https://t.co/cPcY2nxKlh,14,[],Tweetbot for iΟS,0
1383177894717845504,Kids Clothing Shoes,KidsClothingSh1,False,"Kids Clothing, Shoes and Accessories. Selected Items. Deals. Product Information. Daily Updated. (eBay Links)",,28,9,0,0,29629,,2022-04-27 14:34:33+00:00,Nike Air Jordan VI 6 2008 Retro 384668-201 Youth Size 1C *RARE WHITE VARIANT* https://t.co/JFhBsDSMJj eBay https://t.co/HMmzuhWTuq,0,[],dlvr.it,0
1171377998588719104,mm,mkhosolol,False,,,50,185,0,110484,931,,2022-04-27 14:34:31+00:00,"RT @FOS: Today, Nike opens the Serena Williams Building — the largest building on its Oregon campus 🏢

➖ 1 million sq. ft.
➖ Size of 140 te…",232,[],Twitter for iPhone,0
1595237166,maylisa,maylisaaputri,False,hi,,307,197,0,325,6436,,2022-04-27 14:34:28+00:00,@duniaunyun nike rn : https://t.co/LMS4b0tIkp,0,[],Twitter for iPhone,0
138998932,Bo The Wizard,Phrozen_CEO,False,▪️SC: weeb0 ▪️ΑΦΑ 🤙🏾▪️GOD Lover ▪️Roll Tide 🐘 ▪️ Virgo▪️,,1850,1513,5,16403,60607,,2022-04-27 14:34:27+00:00,"RT @HOUSEOFHEAT: First Looks // Nike Dunk Low “Chenille Swoosh” 👀

MORE HERE: https://t.co/TQKdnCG9Q5 https://t.co/2CZpGvtSz0",5,[],Twitter for iPhone,0
574186881,SNKR_TWITR,snkr_twitr,False,"Connecting the Sneaker Community to Footwear, Apparel, Accessories.Tweets may contain affiliate links at no cost to consumers. Not affiliated with Twitter.",United States,477769,325,1639,141938,233985,,2022-04-27 14:34:25+00:00,"Nike Trail Running Wrap ‘Plum Fog’

Shop -&gt; https://t.co/zsuAgFUzNp

#AD https://t.co/rv3jRNnODK",1,"[{'text': 'AD', 'indices': [72, 75]}]",Twitter for iPhone,2
32943153,Donté,CotteonSmooth,False,"Owner/Creative Director of @DebMaterial and @dcomovieclub, 1/2 of the @brnddpodcast, Freelance Graphic, apparel and footwear Designer, all-around nice Guy.","Baltimore, MD",687,573,17,70762,228169,,2022-04-27 14:34:23+00:00,"RT @FOS: The new Serena Williams Building at Nike HQ is built ""like a city."" 

➖ 3 interconnected wings
➖ 648 solar panels
➖ Rainwater harv…",16,[],Twitter for iPhone,0
1121056410429558784,#jhopegosolo ⁷ #freejhope ₂₁₈¹¹⁹🤎鄭號錫🐿️1∞🌟🕺,hobilvrs218,False,❌SHIPPER❌NON-HOSEOKER🤎 HOBILUVRS ZONE🤎PRAYING FOR KING J-HOPE SOLO CONCERT🤎Fan Acc🤎Member of Hoseokies Fanclub🤎1∞=j-hope #1 in everything its infinite!🤎,"Gwangju, Republic of Korea",1020,715,10,28165,46702,,2022-04-27 14:34:23+00:00,RT @PopBase: Billie Eilish shares post of BTS’ j-hope wearing her new Nike collection. https://t.co/qyIvkxiCgA,1801,[],Twitter for Android,0
1262922779457916939,kenn,heyyykenn,False,It’s a evil world we live in. Taurus | bi,Dtx,93,205,0,37686,1356,,2022-04-27 14:34:22+00:00,My calves are on fire trying with walk with these wack ass Nike slide on,0,[],Twitter for iPhone,0
1458939178503315456,SNKRS Is A Scam,BuffaSole,False,"@BuffaloBills  #716
#GoBills #BillsMafia #LetsGoBuffalo 🇵🇷
#SneakerHead",,195,318,1,92,3930,,2022-04-27 14:34:21+00:00,"RT @J23app: Straight-to-Cart: Nike Air Griffey Max 1 ""Wheat"" on @nikestore

Link -&gt; https://t.co/POtsn92SqN https://t.co/3fsLxSUYZn",2,[],Twitter for Android,0
2737986318,HYMN OF SMALL THINGS,WONDER_BLISS,False,🎶I FEEL LIKE DOMINO🎶,,249,736,1,155018,96018,,2022-04-27 14:34:20+00:00,"RT @btsinthemoment: [uarmyhope] instagram post 

+ tagged @/nike and @/billieeilish https://t.co/yV24Zqhs4L",10081,[],Twitter for Android,0
32943153,Donté,CotteonSmooth,False,"Owner/Creative Director of @DebMaterial and @dcomovieclub, 1/2 of the @brnddpodcast, Freelance Graphic, apparel and footwear Designer, all-around nice Guy.","Baltimore, MD",687,573,17,70762,228169,,2022-04-27 14:34:19+00:00,"RT @FOS: Nike calls the Serena Williams Building a ""tribute"" to the tennis legend, featuring:

➖ Her favorite color, purple
➖ Her favorite…",42,[],Twitter for iPhone,0
1475287441393262594,Yelaboi,Yelaboi103,False,Black Excellence,,24,991,1,1622,441,,2022-04-27 14:34:17+00:00,RT @SneakerNews: Official images of the Nike Kobe 6 Proto 'Mambacita' have surfaced 👼 https://t.co/cPcY2nxKlh,14,[],Twitter for iPhone,0
1121056410429558784,#jhopegosolo ⁷ #freejhope ₂₁₈¹¹⁹🤎鄭號錫🐿️1∞🌟🕺,hobilvrs218,False,❌SHIPPER❌NON-HOSEOKER🤎 HOBILUVRS ZONE🤎PRAYING FOR KING J-HOPE SOLO CONCERT🤎Fan Acc🤎Member of Hoseokies Fanclub🤎1∞=j-hope #1 in everything its infinite!🤎,"Gwangju, Republic of Korea",1020,715,10,28165,46702,,2022-04-27 14:34:17+00:00,"RT @jhope_usa: Instagram 📸 #HopeFilm

American Singer-Songwriter and Coachella Headliner Billie Eilish shared j-hope's IG pics on her Insta…",15,"[{'text': 'HopeFilm', 'indices': [27, 36]}]",Twitter for Android,0
